index,acc_x_n,acc_y_n,acc_z_n,gyr_x_n,gyr_y_n,gyr_z_n,mag_x_n,mag_y_n,mag_z_n,acc_x_r,acc_y_r,acc_z_r,gyr_x_r,gyr_y_r,gyr_z_r,mag_x_r,mag_y_r,mag_z_r,q1n,q2n,q3n,q4n,q1r,q2r,q3r,q4r
3633,-1.011474609,0.311035156,-0.821289063,-0.678573446,-1.177649834,0.082025362,196,35,-5193,-0.898193359,-0.076171875,0.038330078,-2.498577735,-2.364354416,-0.549143817,-5870,3366,-1404,0.326265334,-0.371969813,-0.866026863,0.072019874,0.678231609,-0.420074731,0.575741118,0.179056611
3634,-0.928955078,0.139892578,-0.751464844,0.078829568,-1.696433614,0.235956073,251,59,-5144,-0.89453125,-0.056152344,0.001708984,-1.473260715,-0.553404875,0.720651391,-5930,3470,-836,0.290643652,-0.374382829,-0.876107741,0.088311897,0.669004728,-0.428704433,0.569213049,0.211285798
3635,-0.860839844,0.140869141,-0.658203125,0.696682941,-2.999784652,0.144875963,251,59,-5144,-0.870849609,-0.113769531,-0.035888672,-1.064199172,-1.456749117,1.23677201,-5930,3470,-836,0.236470626,-0.368271682,-0.890540323,0.124078787,0.670179671,-0.421992669,0.555837174,0.252638937
3636,-0.755615234,0.1484375,-0.547119141,1.261805725,-1.38803956,-0.67963871,200,-10,-5054,-0.867431641,-0.092285156,-0.050292969,-2.109223583,-1.505218648,1.111070807,-5947,3568,-594,0.216415818,-0.347911766,-0.899190571,0.153551013,0.661871512,-0.429490913,0.534196662,0.303475838
3637,-0.854736328,0.053710938,-0.602294922,1.804025322,0.096406431,-0.9076053,200,-10,-5054,-0.942871094,0.010986328,-0.128173828,-2.04104666,-0.605602832,0.614124947,-5947,3568,-594,0.227273696,-0.325461397,-0.899662049,0.18174087,0.645466149,-0.445648763,0.51967458,0.338687114
3638,-0.833496094,0.099853516,-0.700439453,1.033839135,0.802144121,-0.985902235,168,-18,-4992,-0.927001953,0.117431641,-0.160400391,-1.106809749,-0.159257033,0.395745738,-5922,3575,-423,0.24590915,-0.307400309,-0.899309793,0.19046164,0.633150304,-0.454257114,0.514932868,0.357232849
3639,-0.725585938,0.203613281,-0.608398438,0.974716959,0.028229508,-1.271925736,168,-18,-4992,-1.086669922,0.119140625,-0.191162109,0.509729033,0.227433957,0.19441076,-5922,3575,-423,0.250908413,-0.281277557,-0.90426635,0.200574855,0.632816265,-0.44708161,0.524524273,0.352896438
3640,-0.724609375,0.126220703,-0.471923828,1.046089676,-1.531850259,-1.271925736,275,-28,-5159,-1.085205078,-0.084472656,-0.098388672,1.888713845,1.479652302,-0.115581191,-5863,3607,-336,0.227558986,-0.248399339,-0.915234123,0.221045642,0.633768936,-0.434205801,0.555444365,0.318251184
3641,-0.718261719,0.114013672,-0.364990234,1.242098333,-0.642887087,-0.994956983,275,-28,-5159,-1.243652344,-0.392822266,-0.022216797,3.529753709,2.348908082,-1.372060594,-5863,3607,-336,0.219544854,-0.223546946,-0.918293377,0.242000195,0.644693369,-0.418066348,0.593216733,0.240176802
3642,-0.757080078,0.087646484,-0.371337891,1.104146588,0.444747902,-0.877245263,354,14,-5247,-0.947021484,-0.262451172,0.072265625,4.172108164,-0.997620144,-4.306864115,-5726,3526,-443,0.230074014,-0.206781841,-0.91579293,0.256184559,0.706903478,-0.407040303,0.560496342,0.143001802
3643,-0.717773438,0.068603516,-0.435546875,0.674312388,1.283643645,-0.369114127,354,14,-5247,-1.036376953,-0.359130859,-0.039306641,-0.03355583,-0.205596036,-3.111637418,-5726,3526,-443,0.251626047,-0.205521457,-0.908991042,0.261114054,0.716055633,-0.440530739,0.531864702,0.101572322
3644,-0.673583984,0.021728516,-0.47265625,0.16085493,1.714010478,-0.0479369,461,-9,-5375,-1.319091797,-0.089355469,-0.069335938,-0.109722237,-0.121440146,-0.728640874,-5648,3572,-388,0.277182183,-0.214800549,-0.900687016,0.256502751,0.717219958,-0.448391511,0.524885738,0.095055494
3645,-0.706787109,0.009277344,-0.579833984,-0.114515927,0.385625726,0.053263222,461,-9,-5375,-1.127685547,-0.033447266,-0.064453125,3.78701507,0.147539124,0.619983902,-5648,3572,-388,0.277261086,-0.220364661,-0.900357268,0.252828987,0.745555736,-0.385532591,0.539792314,0.064308035
3646,-0.817871094,0.038818359,-0.614990234,0.349406735,0.604004935,-0.555535403,590,-86,-5533,-1.012451172,-0.115722656,-0.004150391,6.398510835,0.749413531,-0.493217434,-5592,3650,-297,0.286115985,-0.213530769,-0.899156677,0.253099829,0.780305888,-0.292983077,0.552278542,-0.016493956
3647,-0.771240234,0.094238281,-0.73046875,-0.19441076,-0.240749763,-0.926247427,590,-86,-5533,-0.866210938,-0.132080078,-0.059814453,6.665892209,2.777144385,-0.071905349,-5592,3650,-297,0.279556345,-0.198453051,-0.90705922,0.244352629,0.779762034,-0.186150668,0.588398057,-0.105388924
3648,-1.168701172,0.204589844,-0.733154297,1.070590758,-1.752359997,-1.454085955,711,-138,-5632,-0.776367188,-0.110351563,-0.109863281,6.03472303,2.240251109,0.774447245,-5489,3244,-491,0.252172487,-0.159255299,-0.918023656,0.261303184,0.770028909,-0.076938359,0.610010194,-0.170362943
3649,-0.676025391,0.350097656,-0.691894531,-0.115581191,-1.261273092,-2.540123048,711,-138,-5632,-0.763183594,-0.001708984,-0.087890625,6.400108732,0.941693762,0.77071882,-5489,3244,-491,0.23585691,-0.107433264,-0.933710139,0.24701212,0.763644451,0.03501177,0.600335535,-0.234986329
3650,-0.826660156,0.342529297,-0.695068359,0.534762747,-1.580319791,-0.842624169,844,-59,-5520,-0.783935547,-0.011474609,-0.018066406,7.065366373,0.608798625,0.577373324,-5328,2754,-807,0.205636509,-0.08246385,-0.941622344,0.253496946,0.745815063,0.151992793,0.571438568,-0.306783386
3651,-0.956542969,0.262939453,-0.593017578,2.025600325,-0.459128972,-1.306546831,844,-59,-5520,-0.983642578,-0.216796875,-0.010009766,6.873086141,0.798948327,0.46818372,-5328,2754,-807,0.200320226,-0.048706273,-0.93626687,0.284436027,0.71079012,0.262089944,0.53606503,-0.372452077
3652,-0.85546875,0.231445313,-0.653808594,2.920422451,0.910801092,-1.857288544,930,41,-5368,-1.082763672,-0.247314453,-0.019287109,5.862150192,3.234142828,0.172040206,-5181,2237,-1028,0.224094051,-0.008937233,-0.917928003,0.327276892,0.640014802,0.367644544,0.533822099,-0.412616662
3653,-0.723632813,0.15234375,-0.587158203,2.984870949,-0.705737689,-1.927595997,930,41,-5368,-0.768066406,-0.082763672,-0.132080078,5.328452709,3.318831351,-0.946487452,-5181,2237,-1028,0.217798001,0.042731137,-0.902243091,0.369723526,0.552367864,0.449643898,0.535795176,-0.453468452
3654,-0.697021484,0.142822266,-0.473876953,3.546265307,-0.960868522,-2.204564751,1075,-32,-5691,-0.761962891,-0.146728516,-0.129882813,7.12981487,1.240500435,-1.287372071,-4995,1873,-989,0.206853803,0.102862865,-0.878254532,0.418688084,0.457622104,0.520281078,0.491850961,-0.527230729
3655,-0.725830078,0.142333984,-0.425537109,3.907389951,0.454335282,-2.423476592,1075,-32,-5691,-1.520507813,-0.342285156,0.211914063,7.638478636,-2.167813127,2.523611449,-4995,1873,-989,0.219802511,0.155056845,-0.838909957,0.473153585,0.419649638,0.58331831,0.360956728,-0.594427599
3656,-0.700927734,0.133056641,-0.457275391,4.138019702,0.854342078,-3.005643606,1217,-147,-6013,-1.268798828,-0.375244141,0.217285156,6.725547017,3.985154255,0.539556437,-4871,1547,-951,0.242308849,0.212648702,-0.787124665,0.525834301,0.314295309,0.68137855,0.305150328,-0.586365933
3657,-0.664794922,0.184082031,-0.505859375,4.473577999,1.115864497,-3.548395836,1217,-147,-6013,-0.862060547,-0.22265625,-0.233398438,8.624380872,3.851996201,-0.626908121,-4871,1547,-951,0.270748598,0.275879379,-0.720459129,0.575781563,0.162168729,0.763140897,0.233263026,-0.580435729
3658,-0.630615234,0.195068359,-0.568115234,4.950283835,0.757935646,-4.010187969,1456,-313,-6426,-0.984130859,-0.114257813,-0.017578125,7.497331102,-0.033023198,0.371777288,-4706,994,-1167,0.293370356,0.34993022,-0.638325609,0.619695967,0.051614242,0.779331778,0.138835053,-0.608853658
3659,-0.6328125,0.1796875,-0.606933594,5.103149281,0.24501082,-3.959587909,1456,-313,-6426,-1.081542969,-0.060546875,0.147216797,8.262723596,-0.145941228,0.304132996,-4706,994,-1167,0.303338599,0.426799648,-0.54757665,0.652677231,-0.071845232,0.775318387,0.032516014,-0.626627776
3660,-0.612304688,0.148193359,-0.58984375,5.258145257,-0.15126755,-3.792874025,1762,-546,-7018,-0.96875,-0.05859375,0.173583984,9.799900181,0.828243099,0.487891112,-4622,651,-628,0.300666398,0.502905473,-0.448912452,0.674657996,-0.214009977,0.756230305,-0.097529476,-0.610576332
3661,-0.751953125,0.224121094,-0.728759766,5.179315688,-0.135821216,-3.769438207,1762,-546,-7018,-0.885253906,-0.106201172,0.200683594,10.40337248,1.031175974,0.139017009,-4622,651,-628,0.294445797,0.571841733,-0.341608491,0.685275378,-0.36008384,0.707512622,-0.226303502,-0.564404326
3662,-0.915039063,-0.088134766,-0.585205078,7.041930553,1.009338053,-3.565440067,2010,-875,-7505,-0.851806641,-0.209472656,0.211181641,10.15676377,0.976314855,0.215716048,-4557,285,-105,0.263482395,0.622964876,-0.198898258,0.709176476,-0.487497666,0.630510521,-0.343606015,-0.496726701
3663,-0.768798828,0.036376953,-0.893554688,5.415804393,-0.565122783,-3.866909903,2010,-875,-7505,-0.915039063,-0.266357422,0.229980469,8.39215323,0.649811306,0.875114734,-4557,285,-105,0.245834534,0.675720979,-0.075281031,0.690868516,-0.57268722,0.540942457,-0.437539785,-0.433554544
3664,-0.77734375,-0.103271484,-0.949951172,6.126868404,0.010652644,-4.530037014,2244,-1337,-8095,-0.970214844,-0.1640625,0.222900391,7.525560606,1.480717566,0.810133603,-4500,17,603,0.22247612,0.710386494,0.071897332,0.663841983,-0.6272069,0.454597326,-0.521918804,-0.357146383
3665,-0.764160156,-0.057861328,-0.899414063,5.497297122,-1.002946466,-4.932706971,2244,-1337,-8095,-0.986083984,-0.103271484,0.239746094,7.953264278,1.599494551,0.16564862,-4500,17,603,0.209265074,0.737328816,0.211516875,0.606477499,-0.673386477,0.35922281,-0.592072269,-0.258766409
3666,-0.731933594,-0.005371094,-0.740966797,5.530320319,-2.240783741,-5.341235882,2442,-1777,-8646,-0.992675781,-0.078369141,0.259521484,8.054997034,2.104962526,-0.535295379,-4428,-121,1232,0.200487153,0.757895552,0.347128854,0.51468514,-0.700174961,0.263640292,-0.648646945,-0.139663742
3667,-0.714355469,-0.019042969,-0.604736328,6.135390519,-2.42773765,-5.872802836,2442,-1777,-8646,-0.952636719,-0.059326172,0.246826172,7.853662054,2.665824251,-0.970455901,-4428,-121,1232,0.183547869,0.755986553,0.485013057,0.399445673,-0.700982098,0.170545484,-0.692406149,-0.010585862
3668,-0.661376953,-0.024902344,-0.558837891,6.614759516,-1.43118277,-6.215817985,2521,-2210,-9076,-1.043457031,-0.153808594,0.315185547,6.88480405,2.724413795,-1.382180606,-4454,-79,1946,0.146565463,0.71942483,0.618127047,0.280829901,-0.680666805,0.09206182,-0.71812638,0.111856265
3669,-0.712158203,-0.040283203,-0.529541016,7.225156036,-1.759816849,-6.257895929,2521,-2210,-9076,-1.157958984,-0.226318359,0.220703125,7.78974619,4.16411868,-2.567819923,-4454,-79,1946,0.100264576,0.66040046,0.730718791,0.140954945,-0.620343566,0.012590658,-0.739308807,0.261606238
3670,-0.710449219,-0.069824219,-0.592773438,7.367368842,-0.993891719,-6.137521048,2559,-2714,-9535,-0.952148438,-0.402587891,0.137939453,9.661948432,3.530286341,-3.572364286,-4599,144,2644,0.03709198,0.577494119,0.815537106,0.004894484,-0.540120087,-0.071839378,-0.714264123,0.439244988
3671,-0.746582031,-0.069091797,-0.596679688,7.254983439,-1.215466722,-5.717806861,2559,-2714,-9535,-0.927490234,-0.467285156,0.030517578,9.251288998,1.91854125,-4.125769161,-4599,144,2644,-0.022192449,0.481849696,0.866128566,-0.13095676,-0.454124113,-0.128062025,-0.646233246,0.599794964
3672,-0.706298828,-0.075927734,-0.652832031,6.761233376,-1.560079767,-5.206479931,2610,-3359,-10042,-1.145507813,-0.319091797,-0.041748047,7.095726409,1.472195451,-3.259709174,-4911,699,3510,-0.068945209,0.379988619,0.885901719,-0.256969555,-0.374144379,-0.168330583,-0.576132268,0.706931686
3673,-0.712890625,-0.067138672,-0.6640625,6.630738482,-1.995240289,-4.68982668,2610,-3359,-10042,-1.305664063,-0.053466797,0.096191406,8.376174259,1.844505371,-1.155279281,-4911,699,3510,-0.102310435,0.275537834,0.878443829,-0.37675976,-0.305241277,-0.243374339,-0.468228764,0.792690683
3674,-0.645507813,-0.026123047,-0.668945313,6.384129765,-2.073537225,-4.321777817,2599,-4006,-10458,-1.1640625,-0.073974609,0.170898438,11.03560692,3.461044153,-1.234108849,-5161,1372,4363,-0.127525417,0.171260223,0.849147251,-0.483069509,-0.195178507,-0.347523436,-0.311792499,0.862506956
3675,-0.810546875,-0.000732422,-0.688476563,6.122074714,-1.90202965,-3.497795776,2599,-4006,-10458,-0.9140625,-0.248291016,0.020019531,11.06383643,3.980360565,-1.484978624,-5161,1372,4363,-0.143512726,0.080367656,0.800705567,-0.576034488,-0.065854642,-0.440403682,-0.143751136,0.883766583
3676,-0.909912109,0.043457031,-0.650390625,6.725547017,-0.786697786,-4.115116517,2465,-4624,-10736,-0.794189453,-0.268066406,-0.002929688,8.987103413,3.423759897,-1.319330004,-5374,2035,4910,-0.181486738,-0.009464719,0.726475589,-0.66272634,0.046246278,-0.501827718,-0.002227851,0.863727538
3677,-0.723876953,0.083740234,-0.764892578,6.260559091,-1.663410417,-3.652259119,2465,-4624,-10736,-0.712158203,-0.133789063,-0.013183594,7.34180249,2.866626598,-1.034371767,-5374,2035,4910,-0.197605776,-0.102635795,0.647280778,-0.729003049,0.13667824,-0.539650058,0.114808405,0.822748992
3678,-0.810546875,0.061279297,-0.596679688,5.63365097,-2.885801357,-3.16490064,2324,-5253,-10923,-0.685058594,-0.038574219,-0.069580078,6.756972318,1.95955393,-0.802676752,-5623,2779,5514,-0.187754345,-0.201623492,0.570316162,-0.773844783,0.21632141,-0.551522176,0.220454549,0.774872976
3679,-1.000976563,0.0859375,-0.553466797,5.37425908,-1.384311135,-3.429618852,2324,-5253,-10923,-0.736083984,-0.088867188,-0.106201172,6.047506204,0.54275223,-0.568851209,-5623,2779,5514,-0.19640101,-0.274656011,0.480417012,-0.809438209,0.287677084,-0.534169033,0.307784424,0.732921611
3680,-0.966308594,0.050537109,-0.652587891,5.021656552,1.497229165,-3.497795776,2105,-5819,-11040,-0.94140625,-0.163574219,-0.080078125,3.906857319,-0.41545313,-0.211987623,-5746,3281,5750,-0.233261722,-0.295868417,0.377712432,-0.845803859,0.334629431,-0.507120212,0.358857209,0.708571618
3681,-0.800048828,0.033203125,-0.649902344,4.999285998,-0.182160219,-4.253600893,2105,-5819,-11040,-1.12109375,-0.086181641,-0.072509766,1.723065225,0.451672121,-0.382962565,-5746,3281,5750,-0.267517432,-0.347440374,0.274608761,-0.855750921,0.354386338,-0.505791514,0.38199216,0.687508005
3682,-0.783447266,0.007080078,-0.510253906,4.682369829,-2.26208903,-4.568386534,2023,-6273,-11156,-1.041748047,0.116699219,-0.139160156,1.338504764,1.427454344,-0.693487148,-5757,3547,5705,-0.295933909,-0.423893433,0.1765733,-0.837591397,0.365929228,-0.521656513,0.403643766,0.656537883
3683,-0.751708984,0.002197266,-0.408447266,4.930576442,-1.969673942,-4.559331786,2023,-6273,-11156,-1.255126953,-0.184570313,-0.143798828,2.519883024,1.426921712,-0.002130529,-5757,3547,5705,-0.325156582,-0.498116252,0.057694904,-0.801763491,0.380670427,-0.522281002,0.445971046,0.619211116
3684,-0.756835938,-0.008544922,-0.348632813,5.096225062,-1.073253919,-4.515655944,1799,-6565,-11049,-1.605224609,-0.058837891,-0.006591797,-0.686030297,0.40107206,1.296959451,-5795,3709,5940,-0.346785536,-0.548936757,-0.069596797,-0.757340422,0.354347629,-0.521370051,0.4533226,0.630166366
3685,-0.774414063,-0.010009766,-0.329589844,4.24081772,0.090547477,-4.502340139,1799,-6565,-11049,-1.123779297,-0.179443359,-0.170654297,-0.14647386,1.978196058,-0.459128972,-5795,3709,5940,-0.369592884,-0.566102599,-0.190041952,-0.711908002,0.341235835,-0.552123959,0.459692833,0.606135082
3686,-0.752929688,0.014892578,-0.396484375,3.273557612,1.172856144,-4.269579859,1552,-6819,-10947,-0.914306641,-0.311279297,-0.174316406,0.268446638,1.291100496,1.182443524,-5825,3669,5758,-0.38969561,-0.553690792,-0.298778143,-0.672529151,0.319364398,-0.556208038,0.483376078,0.595807491
3687,-0.730957031,0.107910156,-0.504394531,2.691390597,0.836232582,-3.560113745,1552,-6819,-10947,-0.687011719,-0.262207031,0.045410156,1.197889858,-0.173638103,1.961684459,-5825,3669,5758,-0.403274783,-0.539754902,-0.385366728,-0.63049709,0.313036964,-0.528157779,0.515910852,0.5974054
3688,-0.801757813,0.194580078,-0.561035156,1.853560119,-0.107591708,-2.125735182,1469,-6921,-10920,-0.826904297,-0.393066406,-0.083740234,1.439172253,-1.31826474,0.074568511,-5873,3571,5555,-0.412084585,-0.538389066,-0.435433629,-0.592217074,0.342844776,-0.504137897,0.523673879,0.595036224
3689,-0.817382813,0.244873047,-0.584228516,1.197357226,-0.488956376,-0.884169482,1469,-6921,-10920,-0.855224609,-0.269287109,-0.1015625,0.870321044,-1.979261322,-0.846352594,-5873,3571,5555,-0.415361828,-0.545609017,-0.459733454,-0.564296468,0.383378388,-0.484667517,0.510376327,0.59802543
3690,-1.087402344,0.253662109,-0.673339844,1.418399596,-1.930791791,1.156877177,1422,-6968,-10896,-0.890136719,-0.132324219,0.047607422,-0.315318273,-2.309493297,-0.599211245,-5833,3482,5397,-0.405952083,-0.588477714,-0.451173901,-0.534171319,0.411519813,-0.466120471,0.481709756,0.617526405
3691,-1.241699219,0.105712891,-0.611083984,0.77551251,1.747566308,0.987500132,1422,-6968,-10896,-0.968505859,-0.111572266,0.094238281,0.368048863,-1.282578381,-0.094275903,-5833,3482,5397,-0.372867422,-0.583524875,-0.466586773,-0.55024121,0.429110641,-0.449010895,0.473927978,0.624215945
3692,-0.993164063,0.130615234,-0.79296875,1.367799536,-0.09374327,1.233043585,1353,-7123,-10842,-0.878417969,-0.167724609,0.029785156,0.697215573,0.186953909,-0.147006492,-5769,3535,5784,-0.345677198,-0.60603048,-0.470934952,-0.539865357,0.436268261,-0.44803325,0.482111929,0.613599461
3693,-0.656738281,0.051513672,-0.592773438,2.30043855,-0.610929154,-0.072970614,1353,-7123,-10842,-0.80859375,-0.111816406,-0.034423828,-0.591221762,-0.915062151,-0.052197957,-5769,3535,5784,-0.32527949,-0.627564991,-0.49613233,-0.504190586,0.440827726,-0.443848248,0.46598671,0.625720413
3694,-0.682373047,-0.040527344,-0.53125,3.492469453,-1.412540642,-1.136104521,1420,-7373,-10969,-0.963378906,-0.000732422,-0.038574219,-0.654072364,-0.890561069,-0.32650355,-5742,3479,5802,-0.307347201,-0.651388107,-0.538529381,-0.437284047,0.447303048,-0.442578162,0.447127579,0.635705499
3695,-0.770019531,-0.058837891,-0.554199219,2.6583674,1.522795511,-2.099636203,1420,-7373,-10969,-1.047851563,0.069580078,-0.066650391,-0.303600364,-0.279631914,-0.37230992,-5742,3479,5802,-0.275694665,-0.629781321,-0.600193029,-0.408823027,0.451548772,-0.446093126,0.437959004,0.636629044
3696,-0.744384766,-0.052246094,-0.644287109,1.421062757,1.813612702,-1.971804471,1312,-7634,-10911,-1.077392578,0.060546875,-0.08984375,-0.182692851,0.171507574,0.411192072,-5728,3341,5658,-0.253246493,-0.597721271,-0.648454385,-0.397620934,0.442938084,-0.447447284,0.441309767,0.639407907
3697,-0.638183594,0.069824219,-0.627441406,0.608798625,1.223988837,-1.343298454,1312,-7634,-10911,-1.063476563,0.05859375,-0.092773438,-0.094275903,0.051665325,1.100950794,-5728,3341,5658,-0.242218876,-0.572772449,-0.677624433,-0.392538999,0.427370003,-0.440367169,0.450683629,0.648317749
3698,-0.599365234,0.080810547,-0.578613281,0.915062151,-0.906007403,-1.325721591,1340,-7708,-11010,-1.067138672,-0.129394531,-0.089111328,0.015978967,0.061785337,0.319046699,-5747,3195,5692,-0.255778051,-0.565360032,-0.697360883,-0.358655018,0.423249355,-0.439868041,0.454057792,0.649005093
3699,-0.688720703,0.104492188,-0.473876953,1.590972435,-1.075917081,-1.296959451,1340,-7708,-11010,-1.18359375,-0.429931641,-0.016845703,0.918790576,0.637028133,-1.763545274,-5747,3195,5692,-0.264042677,-0.561464738,-0.718972893,-0.313235999,0.449046329,-0.457788821,0.454551804,0.61819855
3700,-0.765869141,0.001220703,-0.483398438,1.579254527,0.254065568,-0.926247427,1269,-7666,-10962,-0.736572266,-0.589599609,0.080566406,3.641606474,-0.8596684,-3.938815252,-5815,3031,5608,-0.250600255,-0.553433399,-0.741840541,-0.2838725,0.537165979,-0.449670271,0.451452102,0.552666589
3701,-0.732910156,-0.039306641,-0.520996094,1.298557347,0.719586127,-0.883104217,1269,-7666,-10962,-0.975097656,-0.469482422,0.130371094,-0.844222065,-1.733185238,-4.716990923,-5815,3031,5608,-0.232529967,-0.541477823,-0.763717448,-0.263566389,0.594526338,-0.480734275,0.378601678,0.521626072
3702,-0.717529297,-0.052001953,-0.593017578,0.919855841,-0.236488705,-0.645550248,1219,-7694,-10833,-1.306884766,-0.247314453,-0.037109375,-4.31272307,-0.298806674,-3.002980445,-5930,3360,5745,-0.231226577,-0.536170969,-0.775644965,-0.239645259,0.58252454,-0.549149463,0.300530084,0.518441603
3703,-0.783447266,-0.051269531,-0.664306641,0.83090626,-1.299622612,-0.462324765,1219,-7694,-10833,-1.251464844,0.017333984,-0.005371094,-1.677791487,0.219977106,0.011717909,-5930,3360,5745,-0.246027555,-0.537961072,-0.779352214,-0.206587642,0.561105786,-0.570568878,0.287240461,0.526407038
3704,-0.932128906,-0.045898438,-0.608398438,1.007740156,-3.068494208,-0.817057822,1197,-7717,-10859,-0.994140625,0.010253906,-0.021972656,0.95820536,1.90416018,-0.133158055,-6000,3561,6049,-0.287342335,-0.540599743,-0.776364321,-0.149815693,0.560856868,-0.579927902,0.318316698,0.49779281
3705,-0.925048828,-0.010253906,-0.622558594,0.290817191,-2.402703935,-0.36272254,1197,-7717,-10859,-0.810058594,-0.076904297,-0.099609375,1.940379171,3.127083752,-0.466585823,-6000,3561,6049,-0.323372393,-0.542153381,-0.767166624,-0.11382169,0.565567778,-0.590632719,0.367369855,0.443086301
3706,-1.114746094,0.058837891,-0.547363281,0.086286419,-3.487143132,-0.640223926,1029,-7649,-10617,-0.731689453,-0.080566406,-0.125244141,1.08550446,2.594984166,-0.154463343,-6134,3516,5876,-0.377730901,-0.538272543,-0.750347419,-0.067533598,0.558934523,-0.601409235,0.404804979,0.402532062
3707,-0.887939453,0.166992188,-0.444824219,-0.841558904,-1.733185238,-0.521446941,1029,-7649,-10617,-0.677490234,0.040283203,-0.168457031,0.000532632,1.278317323,0.450606856,-6134,3516,5876,-0.414224403,-0.524958818,-0.741465673,-0.055362801,0.54346769,-0.607509885,0.425714297,0.392863777
3708,-0.816894531,0.193115234,-0.557128906,-1.565938721,0.055926383,0.832504157,791,-7531,-10311,-0.694091797,0.121582031,-0.180908203,0.081492729,-0.637560765,1.082841299,-6291,3540,5357,-0.429034442,-0.523101327,-0.731610193,-0.083910519,0.539664953,-0.591827578,0.434045797,0.41243921
3709,-0.911865234,0.206298828,-0.54296875,-2.05063404,0.526773264,1.13823505,791,-7531,-10311,-0.856933594,0.054199219,-0.165771484,0.822916777,-1.188302478,0.766457761,-6291,3540,5357,-0.440974185,-0.519638087,-0.720762639,-0.126567159,0.551933792,-0.565991233,0.438076828,0.427915536
3710,-0.955566406,0.178466797,-0.488037109,-2.054895097,2.312689091,0.910268461,729,-7390,-10339,-1.186035156,-0.080566406,-0.159423828,1.155279281,-0.752609324,0.445280534,-6340,3454,5531,-0.426936445,-0.506409242,-0.726005584,-0.184907661,0.566786807,-0.542704895,0.445304494,0.431193714
3711,-0.718017578,0.157714844,-0.558105469,-1.237304643,1.1622035,0.662594479,729,-7390,-10339,-1.188964844,-0.003173828,-0.166259766,0.04314321,0.847417859,0.209857094,-6340,3454,5531,-0.420264487,-0.49988426,-0.725497236,-0.217134169,0.556991415,-0.547403888,0.458355401,0.424287489
3712,-0.689941406,0.144042969,-0.442138672,-0.815992558,-0.466585823,1.063666539,836,-7291,-10579,-1.173583984,-0.009521484,-0.244384766,0.621049166,1.482848095,0.058056912,-6355,3365,5585,-0.431138219,-0.509122495,-0.708543096,-0.229958264,0.548565701,-0.552130393,0.481372735,0.4031228
3713,-0.746826172,0.113525391,-0.326660156,-0.495347963,-0.632234443,1.004544363,836,-7291,-10579,-1.432617188,-0.091552734,-0.041748047,0.075101143,0.510794297,1.361940582,-6355,3365,5585,-0.441731352,-0.520271972,-0.691848269,-0.235661752,0.533224443,-0.541692424,0.502516439,0.411968737
3714,-0.716064453,0.100585938,-0.343994141,-0.506533239,1.42638908,0.563524887,880,-7230,-10689,-1.020996094,-0.200683594,-0.1640625,-1.310807888,3.360376663,-0.638093397,-6432,3287,5399,-0.425776871,-0.515083902,-0.69746286,-0.258743481,0.489454173,-0.588033335,0.519071987,0.381071753
3715,-0.732666016,0.137207031,-0.370361328,-0.281229811,1.09029815,0.113983295,880,-7230,-10689,-0.768310547,-0.229492188,-0.142578125,-0.838363111,1.519599718,-0.637560765,-6432,3287,5399,-0.414220396,-0.507029129,-0.705497686,-0.271322577,0.468949515,-0.61390452,0.519282269,0.365449748
3716,-0.770996094,0.167236328,-0.397949219,0.0479369,0.484695318,-0.054861118,928,-7187,-10790,-0.835205078,-0.085449219,0.085693359,0.26897927,-0.556600668,0.892691597,-6549,3226,5096,-0.408648941,-0.502547401,-0.711764191,-0.271742322,0.472375849,-0.596912388,0.526281815,0.378924939
3717,-0.875976563,0.224365234,-0.505615234,0.018642128,0.652474467,0.170974942,928,-7187,-10790,-1.021972656,-0.180419922,-0.059814453,1.550492387,-0.843689433,0.930508485,-6549,3226,5096,-0.399574045,-0.500204952,-0.716849664,-0.27615602,0.492906182,-0.565301096,0.540318503,0.381489294
3718,-0.923339844,0.168701172,-0.558837891,0.094808535,0.664725008,0.616255476,999,-7113,-10858,-0.859375,-0.215576172,-0.147949219,1.732652605,-0.921453737,-0.047404267,-6604,3192,4991,-0.386996175,-0.504714826,-0.718015488,-0.282755485,0.522628259,-0.541441957,0.543290755,0.372203526
3719,-1.088867188,0.217529297,-0.677001953,0.311057215,-0.237021337,1.111070807,999,-7113,-10858,-0.815429688,-0.102783203,-0.005615234,0.582699646,-2.62481157,-0.353667793,-6604,3192,4991,-0.382228346,-0.523007098,-0.708167923,-0.280826031,0.55934613,-0.518608666,0.51558371,0.390320888
3720,-1.145019531,0.074951172,-0.523681641,0.202400243,0.271642431,0.679106078,1051,-7100,-10900,-0.900634766,-0.107421875,0.044921875,0.698280838,-1.370462697,0.578971221,-6603,3195,5167,-0.374368637,-0.530997667,-0.705991939,-0.281895341,0.575988369,-0.493618333,0.511372268,0.403827616
3721,-0.876464844,0.087890625,-0.638671875,0.549676449,-1.078047609,0.660996583,1051,-7100,-10900,-0.882568359,-0.169189453,0.049072266,0.327568814,-0.52357747,0.935834807,-6603,3195,5167,-0.380767466,-0.549277263,-0.69557978,-0.263589446,0.577139408,-0.476007547,0.516814555,0.416208644
