index,acc_x_n,acc_y_n,acc_z_n,gyr_x_n,gyr_y_n,gyr_z_n,mag_x_n,mag_y_n,mag_z_n,acc_x_r,acc_y_r,acc_z_r,gyr_x_r,gyr_y_r,gyr_z_r,mag_x_r,mag_y_r,mag_z_r,q1n,q2n,q3n,q4n,q1r,q2r,q3r,q4r
0,-0.843994141,0.182128906,-0.487792969,0.099602225,0.118776985,0.026631611,1489,-197,-6187,-0.974853516,-0.121582031,-0.119140625,-0.037816887,0.076166407,-0.035153726,-5410,743,-946,-0.106321912,-0.86367905,0,0.492700872,0.082074438,-0.748462499,0,0.658078776
1,-0.840576172,0.178222656,-0.481933594,0.068176924,0.166181252,0.054861118,1489,-197,-6187,-0.979248047,-0.1171875,-0.114990234,-0.035153726,0.066046395,-0.004261058,-5410,743,-946,-0.105674642,-0.865430012,0.00125494,0.489757276,0.081589111,-0.749364119,-0.000401552,0.657112222
2,-0.837646484,0.177246094,-0.489257813,0.045273739,0.177366529,0.069242188,1485,-204,-6223,-0.977783203,-0.129882813,-0.118164063,-0.076166407,0.097471696,-0.000532632,-5398,692,-1299,-0.105551864,-0.867231355,0.002504518,0.486582274,0.080489651,-0.750739247,-0.001278627,0.655675502
3,-0.846923828,0.171386719,-0.479248047,-0.005326322,0.165115988,0.063383234,1485,-204,-6223,-0.979980469,-0.125244141,-0.119628906,-0.088416948,0.041545313,-0.044741106,-5398,692,-1299,-0.106219669,-0.868748267,0.003159172,0.483718772,0.079760875,-0.751393278,-0.003049078,0.655009196
4,-0.84375,0.185791016,-0.486572266,-0.004261058,0.172572839,0.010120012,1478,-216,-6219,-0.979003906,-0.121826172,-0.117675781,-0.119309617,0.018642128,-0.009054748,-5407,743,-936,-0.106412016,-0.870333145,0.002917347,0.480820328,0.078088469,-0.751784927,-0.004714251,0.654751395
5,-0.843994141,0.178955078,-0.488037109,-0.007456851,0.18002969,0.026631611,1478,-216,-6219,-0.976074219,-0.123779297,-0.118408203,-0.161920194,0.059122176,0.018642128,-5407,743,-936,-0.106785794,-0.871960275,0.002895055,0.477779961,0.075431121,-0.752762584,-0.006470443,0.653924133
6,-0.844726563,0.174316406,-0.485839844,0.001065264,0.121972778,0.05752428,1476,-219,-6206,-0.979003906,-0.121826172,-0.115722656,-0.18002969,0.06231797,-0.02876214,-5407,737,-938,-0.107277259,-0.873026013,0.003599389,0.475714426,0.073113503,-0.753772934,-0.009163556,0.652990665
7,-0.84375,0.1796875,-0.486328125,-0.029827404,0.100134857,0.086819052,1476,-219,-6206,-0.974609375,-0.115722656,-0.121337891,-0.125701203,0.101200121,-0.026098979,-5407,737,-938,-0.108594724,-0.873802965,0.004571969,0.473977491,0.071563228,-0.755209008,-0.011030562,0.651472475
8,-0.845703125,0.177490234,-0.485595703,-0.085221155,0.149137021,0.042610577,1468,-217,-6205,-0.978271484,-0.118652344,-0.120117188,-0.119842249,0.109189605,-0.01917476,-5415,746,-932,-0.110444098,-0.8749062,0.004124726,0.471512703,0.070023838,-0.756713363,-0.012712674,0.649861474
9,-0.848632813,0.178466797,-0.48828125,-0.090014845,0.150202285,0.067644292,1468,-217,-6205,-0.975585938,-0.116455078,-0.120361328,-0.087884316,0.105461179,-0.039414784,-5415,746,-932,-0.112597851,-0.875987859,0.004057108,0.468988843,0.069219996,-0.758100581,-0.01428101,0.648296347
10,-0.849365234,0.179199219,-0.486328125,-0.056991647,0.129962261,0.078296936,1469,-219,-6208,-0.973388672,-0.119140625,-0.116210938,-0.116113823,0.102265386,-0.031425301,-5414,745,-944,-0.114260909,-0.87692938,0.004521924,0.466817801,0.067895359,-0.759454238,-0.016105748,0.646807611
11,-0.840820313,0.179931641,-0.477783203,-0.068709556,0.133690687,0.072437982,1469,-219,-6208,-0.979492188,-0.116699219,-0.119140625,-0.075633775,0.067111659,0.016511599,-5414,745,-944,-0.116074698,-0.877853764,0.004761124,0.464625404,0.066546043,-0.760307509,-0.016719772,0.645929226
12,-0.8359375,0.182128906,-0.480957031,-0.0479369,0.08415589,0.052197957,1462,-214,-6196,-0.979248047,-0.118164063,-0.12109375,-0.096939064,0.068176924,0.020772657,-5417,750,-945,-0.11732949,-0.878369119,0.00495352,0.463332434,0.064828927,-0.761197938,-0.01755237,0.645032421
13,-0.849853516,0.179443359,-0.477050781,-0.066046395,0.103863282,0.070840085,1462,-214,-6196,-0.976806641,-0.117919922,-0.118408203,-0.095873799,0.076166407,0.014913702,-5417,750,-945,-0.119048641,-0.878988805,0.005235126,0.461712785,0.063212571,-0.762166042,-0.01845372,0.644023723
14,-0.853759766,0.170410156,-0.4765625,-0.091612741,0.10333065,0.087351684,1451,-222,-6265,-0.983642578,-0.121582031,-0.119140625,-0.169909678,0.107591708,0.026098979,-5423,746,-941,-0.121310447,-0.879526733,0.005536087,0.46009331,0.06035441,-0.763612862,-0.020113752,0.642532629
15,-0.856201172,0.173095703,-0.477050781,-0.13209279,0.152332814,0.089482213,1451,-222,-6265,-0.977783203,-0.124511719,-0.127929688,-0.217313945,0.225303428,0.070307453,-5423,746,-941,-0.124297506,-0.880395202,0.005372723,0.457630365,0.056278819,-0.766625843,-0.021590185,0.639258458
16,-0.855957031,0.176269531,-0.472412109,-0.131560158,0.170974942,0.093210638,1441,-220,-6174,-0.989257813,-0.155517578,-0.126953125,-0.220509738,0.596015452,0.1272991,-5415,745,-950,-0.127306267,-0.881399771,0.005224463,0.454862906,0.051724387,-0.774240884,-0.021923194,0.630392747
17,-0.849609375,0.176269531,-0.472900391,-0.108656972,0.241815027,0.037284255,1441,-220,-6174,-0.964111328,-0.148193359,-0.114746094,-0.471912145,0.343015148,0.129429629,-5415,745,-950,-0.129399848,-0.88308576,0.004110924,0.45099703,0.043156886,-0.778738154,-0.025661274,0.625336605
18,-0.850097656,0.181152344,-0.475830078,-0.101732754,0.254065568,0.002663161,1438,-202,-6163,-0.967773438,-0.118164063,-0.145019531,-0.679106078,-0.170974942,0.295078249,-5401,739,-993,-0.13107076,-0.88486773,0.002421043,0.447016438,0.028953815,-0.777042935,-0.029811802,0.628074208
19,-0.849609375,0.177490234,-0.477539063,-0.09374327,0.322242492,0.046871635,1438,-202,-6163,-0.965332031,-0.093994141,-0.137451172,-0.504935343,-0.274305592,0.368048863,-5401,739,-993,-0.132968355,-0.887231686,0.0013875,0.44174362,0.016446227,-0.773841508,-0.030682553,0.632421871
20,-0.848876953,0.181152344,-0.478271484,-0.029827404,0.272707696,0.043675842,1438,-211,-6152,-0.982910156,-0.092773438,-0.134277344,-0.255663465,-0.24980451,0.285490869,-5385,718,-1159,-0.133710534,-0.889281107,0.000996107,0.437378112,0.008888407,-0.770725169,-0.02970436,0.636412885
21,-0.841796875,0.18359375,-0.478515625,-0.078296936,0.366450966,0.028229508,1438,-211,-6152,-0.999755859,-0.099365234,-0.122314453,-0.102798018,-0.02876214,0.072970614,-5385,718,-1159,-0.135186784,-0.891969536,-0.000343568,0.431410202,0.006553136,-0.770193493,-0.030043475,0.637068622
22,-0.846679688,0.189697266,-0.496582031,0.011185277,0.436225787,-0.025033714,1456,-209,-6154,-0.97265625,-0.115234375,-0.131835938,-0.045273739,0.10333065,-0.164583355,-5389,717,-1027,-0.134619256,-0.895444965,-0.002037553,0.424325133,0.008256382,-0.771213884,-0.033329926,0.635649348
23,-0.779296875,0.221679688,-0.553955078,0.345145677,0.720118759,-0.578971221,1456,-209,-6154,-0.981933594,-0.114013672,-0.130615234,0.035686359,0.168311781,-0.335558297,-5389,717,-1027,-0.123571786,-0.902114138,-0.011413013,0.413267273,0.013365174,-0.772879901,-0.038155625,0.63326312
24,-0.918457031,0.216064453,-0.385253906,0.869788412,-1.342765822,-0.409061543,1470,-201,-6191,-0.983642578,-0.099609375,-0.120849609,0.170974942,0.273240328,-0.233825544,-5392,723,-1020,-0.105027026,-0.892027584,-0.008263819,0.439531367,0.01926323,-0.775813332,-0.039577311,0.629425323
25,-0.855957031,0.189208984,-0.457519531,0.713727172,0.007989483,-0.189084437,1470,-201,-6191,-0.970458984,-0.116210938,-0.125976563,0.355265689,0.244478188,-0.037816887,-5392,723,-1020,-0.090842122,-0.893113528,-0.005336418,0.440530881,0.02558535,-0.778412849,-0.035685706,0.626215105
26,-0.845458984,0.124023438,-0.487060547,-0.377636243,-1.04449178,0.664725008,1471,-224,-6212,-0.965332031,-0.134765625,-0.123046875,0.36272254,0.178431793,0.008522116,-5386,684,-1356,-0.103284257,-0.882827095,0.004936558,0.45817498,0.031460669,-0.780136707,-0.031057968,0.624045149
27,-0.814941406,0.142822266,-0.498779297,-0.393082577,-0.677508181,0.525707999,1471,-224,-6212,-0.972412109,-0.133789063,-0.121826172,0.293480352,0.085221155,-0.049534796,-5386,684,-1356,-0.11468103,-0.875555623,0.011846929,0.469159102,0.036895398,-0.780654748,-0.028232311,0.623233368
28,-0.851074219,0.195556641,-0.461914063,0.04314321,-0.532099586,0.31212248,1411,-245,-6194,-0.976318359,-0.123779297,-0.123535156,0.24980451,0.05273059,-0.08415589,-5381,721,-985,-0.116643967,-0.8703859,0.018856143,0.477982234,0.041997023,-0.780759338,-0.026460783,0.622857073
29,-0.880126953,0.180419922,-0.440429688,-0.037284255,0.036218991,0.327036182,1411,-245,-6194,-0.971923828,-0.129882813,-0.121582031,0.224238164,0.172040206,-0.067644292,-5381,721,-985,-0.120245194,-0.870295796,0.023940645,0.477025331,0.04656581,-0.782336538,-0.024651106,0.620623469
30,-0.866943359,0.164794922,-0.448974609,-0.010652644,0.239684498,0.256728729,1349,-253,-6099,-0.979492188,-0.140136719,-0.117431641,0.114515927,0.220509738,-0.102798018,-5387,717,-955,-0.122706212,-0.872227951,0.027509833,0.472657166,0.049896545,-0.784539074,-0.024714298,0.61757427
31,-0.862304688,0.151367188,-0.447509766,-0.022370553,0.16085493,0.172572839,1349,-253,-6099,-0.976074219,-0.123046875,-0.116210938,0.081492729,0.121440146,-0.087884316,-5387,717,-955,-0.124452816,-0.873402136,0.029646986,0.469894948,0.052395318,-0.785534599,-0.024980714,0.616089351
32,-0.87109375,0.158691406,-0.442138672,0.029827404,0.106526444,0.091612741,1329,-265,-6102,-0.968505859,-0.127929688,-0.121826172,0.046871635,0.170974942,-0.039947416,-5385,710,-948,-0.124520965,-0.874201617,0.031002283,0.468300032,0.053798793,-0.787196356,-0.024877856,0.61384744
33,-0.877197266,0.164550781,-0.440917969,0.109189605,0.055393751,-0.055393751,1329,-265,-6102,-0.976806641,-0.146484375,-0.124023438,0.090014845,0.171507574,-0.035686359,-5385,710,-948,-0.121837976,-0.874787658,0.030681382,0.467932382,0.055890291,-0.788797315,-0.024221463,0.611627658
34,-0.877197266,0.177490234,-0.436767578,0.217846577,0.059654808,-0.209324462,1319,-288,-6099,-0.982177734,-0.164794922,-0.107177734,-0.042077945,0.174170735,-0.044741106,-5379,709,-937,-0.115924717,-0.875727567,0.028736672,0.467800056,0.056079397,-0.790492176,-0.025363211,0.609371749
35,-0.877197266,0.177490234,-0.432373047,0.353135161,0.192812863,-0.339286723,1319,-288,-6099,-0.967041016,-0.15625,-0.125976563,-0.382429933,0.082557994,-0.110787501,-5379,709,-937,-0.106580696,-0.878200991,0.025522559,0.465566509,0.051607757,-0.791441836,-0.03177437,0.608232561
36,-0.865478516,0.177978516,-0.447021484,0.346210942,0.437823683,-0.330764607,1321,-280,-6111,-0.973876953,-0.148925781,-0.119384766,-0.532099586,0.133690687,-0.1272991,-5381,705,-949,-0.097628247,-0.882815162,0.021927227,0.458939334,0.044966211,-0.793042706,-0.040182003,0.606173831
37,-0.853027344,0.179443359,-0.458251953,0.300937203,0.333960401,-0.206661301,1321,-280,-6111,-0.974609375,-0.113037109,-0.1328125,-0.551806978,0.131560158,-0.10812434,-5381,705,-949,-0.090619507,-0.88622551,0.020354516,0.45384815,0.037631824,-0.794580542,-0.048416874,0.604054149
38,-0.873535156,0.160644531,-0.447021484,0.262587684,0.289751927,-0.064981131,1350,-289,-6157,-0.970458984,-0.087402344,-0.139404297,-0.306796158,0.005858954,-0.039414784,-5388,729,-966,-0.0855023,-0.888976375,0.020990516,0.449410458,0.033141965,-0.794442476,-0.052624101,0.604146891
39,-0.854248047,0.149902344,-0.464355469,0.227433957,0.387223623,-0.15126755,1350,-289,-6157,-0.993896484,-0.087158203,-0.128662109,-0.129429629,-0.009054748,0.096406431,-5388,729,-966,-0.08026643,-0.8925426,0.019619959,0.443328393,0.029827629,-0.794090222,-0.052548761,0.604788938
40,-0.885742188,0.152832031,-0.456298828,0.298274042,0.349939367,-0.309991951,1374,-323,-6276,-0.993652344,-0.113525391,-0.120605469,-0.027696875,0.075101143,0.148604389,-5395,755,-976,-0.072415662,-0.895787229,0.016139058,0.438247353,0.027714978,-0.794704656,-0.05046298,0.604259776
41,-0.842773438,0.208496094,-0.46875,0.136353848,0.569916473,-0.269511902,1374,-323,-6276,-0.967529297,-0.117919922,-0.115966797,-0.013848438,0.041012681,-0.027696875,-5395,755,-976,-0.068198779,-0.900606096,0.011813343,0.429089771,0.02794309,-0.794711035,-0.051050967,0.604191488
42,-0.839599609,0.187988281,-0.494384766,-0.281229811,0.506533239,0.049002164,1390,-311,-6246,-0.969482422,-0.107421875,-0.127685547,-0.04314321,0.059654808,-0.134223319,-5393,731,-965,-0.074069224,-0.904138059,0.009653397,0.420660115,0.02894786,-0.794882418,-0.053627906,0.603695296
43,-0.838867188,0.181640625,-0.469482422,-0.145408596,0.421312084,0.085221155,1390,-311,-6246,-0.979003906,-0.106933594,-0.122558594,-0.022903185,0.055393751,-0.037816887,-5393,731,-965,-0.077731852,-0.906986911,0.009374463,0.413817137,0.029097824,-0.79506951,-0.054418935,0.60337084
44,-0.870117188,0.146728516,-0.463867188,-0.210389726,0.431432097,0.227966589,1419,-301,-6258,-0.980224609,-0.111572266,-0.12890625,-0.031957933,0.029827404,0.011185277,-5392,733,-970,-0.083532359,-0.909657204,0.011002389,0.4067248,0.028504772,-0.795024019,-0.054572124,0.60344525
45,-0.863525391,0.200927734,-0.456542969,-0.182692851,0.446345799,0.440486844,1419,-301,-6258,-0.972900391,-0.1171875,-0.127685547,0.00479369,0.075633775,-0.028229508,-5392,733,-970,-0.090733009,-0.912289709,0.016748788,0.3990169,0.029043675,-0.795460062,-0.05489801,0.602815033
46,-0.883056641,0.130859375,-0.468505859,0.162452827,0.394680474,0.520914309,1424,-290,-6216,-0.972167969,-0.118408203,-0.134521484,0.04314321,0.076166407,-0.119842249,-5389,709,-1122,-0.091868061,-0.914966277,0.026612714,0.392031549,0.031282759,-0.795794043,-0.056206319,0.602141246
47,-0.867431641,0.130859375,-0.468261719,0,0.114515927,0.283892972,1424,-290,-6216,-0.979736328,-0.118652344,-0.123535156,0.074035878,0.101200121,-0.143810699,-5389,709,-1122,-0.093940914,-0.915199578,0.031362399,0.390642083,0.034307613,-0.796334595,-0.057480406,0.601140751
48,-0.845703125,0.151855469,-0.480957031,-0.103863282,0.134223319,-0.030360036,1413,-334,-6315,-0.974853516,-0.117919922,-0.129882813,0.084688523,0.107059076,-0.082025362,-5405,736,-938,-0.095568814,-0.915602834,0.029558436,0.389441076,0.036750376,-0.797016731,-0.057623192,0.600077752
49,-0.836914063,0.175048828,-0.470214844,-0.012783173,0.140082273,-0.295078249,1413,-334,-6315,-0.970458984,-0.120605469,-0.122070313,0.024501082,0.071905349,-0.049002164,-5405,736,-938,-0.093627403,-0.916335031,0.023674528,0.388591736,0.037804051,-0.797330022,-0.057986731,0.599560863
50,-0.846435547,0.165771484,-0.470703125,-0.01438107,0.086286419,-0.339819355,1407,-337,-6303,-0.971191406,-0.114013672,-0.135986328,-0.027164243,-0.000532632,-0.069242188,-5400,740,-931,-0.09132825,-0.916619473,0.017063948,0.388814498,0.038153186,-0.796837095,-0.059321938,0.600063235
51,-0.826171875,0.185302734,-0.478759766,-0.005858954,-0.015978967,-0.202400243,1407,-337,-6303,-0.982666016,-0.1015625,-0.128173828,0.11291803,-0.018642128,-0.024501082,-5400,740,-931,-0.090014854,-0.916080029,0.013294022,0.390535499,0.040117734,-0.796053908,-0.058227738,0.601080922
52,-0.879150391,0.158203125,-0.455322266,0.026098979,-0.051132693,0.007989483,1418,-326,-6309,-0.981933594,-0.110595703,-0.122558594,0.185888644,0.072970614,0.021837921,-5398,687,-1263,-0.089613649,-0.915181557,0.013616326,0.392717083,0.042829374,-0.796338754,-0.055467521,0.600777486
53,-0.868896484,0.154785156,-0.463378906,-0.030892669,0.149137021,0.13209279,1418,-326,-6309,-0.973388672,-0.118408203,-0.128417969,0.201867611,0.090014845,-0.001065264,-5398,687,-1263,-0.091248144,-0.91573214,0.015388936,0.390987985,0.046114984,-0.796792485,-0.052885338,0.600165215
54,-0.869384766,0.156738281,-0.465332031,-0.149137021,0.180562322,0.02876214,1416,-315,-6283,-0.968994141,-0.118408203,-0.124755859,0.200802346,0.077764304,-0.005858954,-5411,727,-898,-0.094241997,-0.91632992,0.014276529,0.388914007,0.049422388,-0.797070779,-0.050395369,0.599746536
55,-0.850341797,0.164306641,-0.445556641,-0.070307453,0.324373021,-0.154995975,1416,-315,-6283,-0.975830078,-0.114257813,-0.128173828,0.207726565,0.034621094,0.072437982,-5411,727,-898,-0.094477093,-0.918183643,0.010161592,0.384590197,0.051838779,-0.796901383,-0.046603338,0.600074208
56,-0.857666016,0.18359375,-0.454101563,-0.012783173,0.312655112,-0.212520255,1410,-301,-6273,-1.009277344,-0.142822266,-0.120605469,0.284958237,-0.072970614,0.145408596,-5398,709,-884,-0.093311171,-0.920015713,0.00550318,0.380570398,0.054617101,-0.795379234,-0.040912693,0.602258248
57,-0.867675781,0.150390625,-0.466796875,-0.222640267,0.256728729,-0.083090626,1410,-301,-6273,-0.992431641,-0.160644531,-0.093261719,0.201334978,-0.32650355,0.143810699,-5398,709,-884,-0.09679855,-0.920990848,0.001656892,0.377363425,0.055967968,-0.790810733,-0.036601279,0.608396514
58,-0.849365234,0.16015625,-0.487792969,-0.543817495,0.115581191,-0.198671817,1421,-285,-6263,-0.968261719,-0.179931641,-0.1015625,-0.193345495,-0.149669653,0.183758115,-5393,686,-867,-0.105315348,-0.92025751,-0.006463996,0.376819598,0.050828904,-0.788864325,-0.036362404,0.611381447
59,-0.875732422,0.161865234,-0.447265625,-0.321177227,-0.083090626,-0.491086905,1421,-285,-6263,-0.981201172,-0.150146484,-0.103271484,-0.514522723,0.243945556,0.113983295,-5393,686,-867,-0.107598888,-0.918247234,-0.017867623,0.380690484,0.041662795,-0.791913781,-0.040678402,0.607850346
60,-0.870849609,0.217041016,-0.424560547,-0.054861118,0.121440146,-0.815992558,1440,-251,-6210,-0.993164063,-0.129394531,-0.095214844,-0.889495804,-0.225303428,0.074035878,-5387,679,-849,-0.102788541,-0.918010556,-0.033472844,0.381537291,0.026602689,-0.789347974,-0.050535367,0.611284099
61,-0.887939453,0.2421875,-0.389160156,0.573644899,0.412257337,-0.89801792,1440,-251,-6210,-0.968261719,-0.114990234,-0.108154297,-0.875114734,0.112385398,0.004261058,-5387,679,-849,-0.085883143,-0.920780204,-0.04621252,0.377693401,0.012938588,-0.790604481,-0.061122712,0.609131482
62,-0.858886719,0.217041016,-0.460449219,0.437291051,0.781371464,-0.630103914,1481,-190,-6170,-1.006347656,-0.095703125,-0.118896484,-0.69881347,0.071372717,-0.039947416,-5390,690,-887,-0.073081609,-0.92603719,-0.055618784,0.36608845,0.002473847,-0.79107686,-0.070209144,0.607669283
63,-0.854492188,0.178466797,-0.489013672,0.088416948,0.675910285,-0.120374881,1481,-190,-6170,-0.964355469,-0.073730469,-0.094482422,-0.503870078,-0.155528608,-0.087351684,-5390,690,-887,-0.07038951,-0.930323654,-0.058030297,0.355212192,-0.004715929,-0.788554745,-0.077626468,0.610027299
64,-0.812255859,0.159667969,-0.527099609,-0.783501992,0.754207221,0.471379513,1550,-200,-6325,-0.964355469,-0.099609375,-0.117675781,-0.139549641,0.018109495,0.092678006,-5403,720,-904,-0.087757892,-0.934361143,-0.055839165,0.340807561,-0.007956786,-0.788475357,-0.077880508,0.610063872
65,-0.801025391,0.174316406,-0.530761719,-1.561145031,0.510261665,0.798948327,1550,-200,-6325,-0.984130859,-0.108642578,-0.116455078,0.012783173,0.250337142,0.18002969,-5403,720,-904,-0.121862886,-0.934873229,-0.052509433,0.329247994,-0.009446883,-0.791332409,-0.074975139,0.606698033
66,-0.822509766,0.232421875,-0.479980469,-1.483913359,0.248739246,0.564590151,1573,-177,-6255,-0.978027344,-0.109619141,-0.122802734,0.131560158,0.140614906,0.304132996,-5402,717,-915,-0.153219506,-0.932415408,-0.052448214,0.323070387,-0.010682832,-0.793043063,-0.068681585,0.605187093
67,-0.823486328,0.235595703,-0.483642578,-0.873516838,0.352069896,0.065513763,1573,-177,-6255,-0.971435547,-0.147216797,-0.116943359,0.121440146,0.110254869,0.128896997,-5402,717,-915,-0.169678927,-0.931335156,-0.05814402,0.316927693,-0.009836853,-0.794085583,-0.065407698,0.604196289
68,-0.833251953,0.206054688,-0.494384766,-0.54754592,0.055926383,-0.352069896,1545,-102,-6116,-0.951660156,-0.162597656,-0.114746094,-0.001597897,0.472444777,0.016511599,-5391,685,-927,-0.177539684,-0.928788556,-0.068626572,0.317996656,-0.009039997,-0.799242812,-0.065520072,0.597357788
69,-0.833007813,0.220947266,-0.476806641,-0.309991951,0.035153726,-0.486293215,1545,-102,-6116,-0.95703125,-0.127197266,-0.158447266,-0.453270018,0.225303428,-0.216781313,-5391,685,-927,-0.180238829,-0.92659909,-0.079975929,0.320206093,-0.013164757,-0.801097645,-0.074580609,0.593722987
70,-0.832763672,0.234130859,-0.479248047,-0.097471696,0.018109495,-0.363255173,1551,-27,-6020,-1.237060547,-0.108398438,-0.162353516,0.345678309,-0.548611185,-0.511326929,-5376,587,-1495,-0.179865688,-0.925176444,-0.0875721,0.322533732,-0.002403615,-0.793367253,-0.078448202,0.603662575
71,-0.840087891,0.224609375,-0.487792969,0.022370553,0.158191769,-0.09374327,1551,-27,-6020,-1.736328125,-0.517089844,-0.120849609,0.47297741,-0.755805117,-1.783252666,-5376,587,-1495,-0.17871037,-0.925532732,-0.089920346,0.321505982,0.025924305,-0.780267076,-0.101214223,0.616657848
72,-0.80859375,0.217285156,-0.493896484,-0.022370553,0.21624868,0.176301264,1575,14,-5986,-0.321044922,1.273193359,-0.088378906,-0.582699646,-0.047404267,1.64263776,-5381,632,-1492,-0.179956203,-0.926606871,-0.087775118,0.31829389,-0.008636909,-0.783360324,-0.078766202,0.616496465
73,-0.841308594,0.212890625,-0.465332031,0.202932875,0.077231672,0.331829872,1575,14,-5986,-2,-1.228027344,-0.149658203,1.503620751,-0.815459926,-3.036003643,-5381,632,-1492,-0.178262367,-0.927768619,-0.080846307,0.317697643,0.052257605,-0.766376123,-0.108367005,0.631025651
74,-0.8203125,0.196289063,-0.455566406,0.393615209,0.077764304,0.210922358,1569,9,-5981,-0.441162109,-0.907958984,-0.255371094,1.264468885,2.113484641,1.24635939,-5388,663,-1387,-0.172226198,-0.929356659,-0.074951735,0.317831046,0.063779188,-0.793250541,-0.073609522,0.601055266
75,-0.794433594,0.230712891,-0.508789063,0.357396218,0.390952048,-0.528903793,1569,9,-5981,-0.764648438,-0.225830078,-0.186767578,0.395213106,1.463673335,-0.144343331,-5388,663,-1387,-0.16187719,-0.931642468,-0.083958923,0.314307155,0.074247677,-0.809456966,-0.069436937,0.578312384
76,-0.790771484,0.308837891,-0.541992188,0.577905957,-0.238619234,-1.356614259,1553,-20,-6009,-1.164306641,-0.213134766,-0.194580078,0.436225787,0.524642735,-0.541154334,-5379,661,-1162,-0.143691423,-0.928845308,-0.104625979,0.325042418,0.088150291,-0.813504852,-0.072142035,0.570293704
77,-0.807861328,0.262207031,-0.486572266,0.929443221,-1.019458065,-1.63784407,1553,-20,-6009,-0.922607422,-0.111328125,-0.080566406,-0.373907817,0.78989358,-0.281229811,-5379,661,-1162,-0.118712903,-0.920117461,-0.125691275,0.351415436,0.086044323,-0.821865596,-0.079131504,0.557558537
78,-0.768066406,0.287841797,-0.499023438,0.752076692,-1.721999961,-1.542502903,1595,-1,-6020,-0.881591797,-0.072509766,-0.146972656,0.077231672,0.14647386,-0.306796158,-5390,727,-802,-0.099466433,-0.904569541,-0.144020989,0.38873941,0.090370871,-0.822332475,-0.082499149,0.555694427
79,-0.873779297,0.199951172,-0.415039063,0.947552716,-2.332396483,-1.466336497,1595,-1,-6020,-1.0078125,-0.115234375,-0.160888672,0.484695318,-0.096939064,-0.402669957,-5390,727,-802,-0.078581104,-0.882229853,-0.157744255,0.436591624,0.102117088,-0.819121809,-0.083368346,0.558266317
80,-0.898925781,0.193603516,-0.407714844,0.913464254,-1.257544667,-1.397094308,1604,73,-5955,-1.049072266,0.072509766,-0.088378906,0.65087657,-0.769653555,-0.121440146,-5395,679,-1258,-0.055436814,-0.867269562,-0.171609372,0.464026389,0.111565863,-0.808278523,-0.078534157,0.572775064
81,-0.943115234,0.258544922,-0.339599609,0.276436121,-0.649278674,-0.352069896,1604,73,-5955,-1.289306641,-0.837646484,-0.244384766,1.142496108,0.15606124,-1.292165761,-5395,679,-1258,-0.051188408,-0.859913683,-0.173504948,0.477309374,0.146000941,-0.804493357,-0.086523071,0.569199369
82,-0.885498047,0.367431641,-0.289794922,-0.506533239,0.51878378,1.035437032,1581,114,-5874,-1.834716797,-0.255859375,-0.075195313,0.358461483,-1.360875317,-2.564091497,-5404,665,-1359,-0.069926058,-0.867255221,-0.159948775,0.466256494,0.177326278,-0.781710976,-0.126389305,0.584387786
83,-0.9375,0.298095703,-0.296142578,-0.044208474,1.156877177,1.185106685,1581,114,-5874,-1.386962891,-1.522216797,-0.242431641,1.132376095,-0.16085493,-2.676476896,-5404,665,-1359,-0.079491538,-0.88067721,-0.140600793,0.445331522,0.226617521,-0.767269196,-0.156030205,0.579307393
84,-0.801269531,0.296386719,-0.431640625,1.110538174,1.737446295,0.476705835,1545,91,-5885,-1.789794922,-0.372802734,-0.065185547,-0.625310224,-1.356614259,0.026098979,-5411,678,-1303,-0.060769567,-0.898125204,-0.124253596,0.417419718,0.21129114,-0.753910646,-0.167743298,0.599030031
85,-0.831054688,0.254638672,-0.404541016,1.180845627,0.011717909,0.29294772,1545,91,-5885,-1.271728516,-0.310058594,-0.247314453,0.287088766,-0.395745738,-0.068709556,-5411,678,-1303,-0.043372179,-0.899697005,-0.108450485,0.420597961,0.213941279,-0.74797479,-0.166031155,0.605967407
86,-0.898681641,0.161865234,-0.452636719,1.026382284,-0.061785337,0.223705532,1548,-35,-6059,-0.840332031,-0.144287109,-0.096679688,-1.116397129,0.399474164,0.390419416,-5400,733,-751,-0.027872587,-0.899932172,-0.09524836,0.424585627,0.192537841,-0.758638546,-0.170787305,0.598521873
87,-0.883300781,0.202392578,-0.459472656,0.503870078,0.257793994,0.199737082,1548,-35,-6059,-0.895263672,-0.084960938,-0.11328125,-0.327568814,0.167246516,0.227433957,-5400,733,-751,-0.021161967,-0.902323628,-0.086955613,0.421666886,0.18393154,-0.76269166,-0.169270921,0.596504799
88,-0.899902344,0.155517578,-0.432617188,0.014913702,0.09853696,0.288686662,1543,-129,-6223,-0.936279297,-0.1015625,-0.136474609,-0.345145677,0.100134857,0.036751623,-5387,709,-761,-0.024065975,-0.903160609,-0.08122108,0.420862066,0.177145017,-0.765313636,-0.171199121,0.59464741
89,-0.846679688,0.155517578,-0.442626953,-0.226368693,0.52837116,0.330764607,1543,-129,-6223,-0.969970703,-0.099121094,-0.149414063,-0.357396218,-0.083090626,-0.00479369,-5387,709,-761,-0.030942617,-0.907501614,-0.077003037,0.411769241,0.170015346,-0.765627088,-0.174567785,0.595345305
